hub_id,hour,mu_init,sigma_init,mu_target,sigma_target
Berlin_Sophienkirchhof,6,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,7,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,8,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,9,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,10,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,11,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,12,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,13,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,14,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,15,0.2981,0.0929,1.0,0.01
Berlin_Sophienkirchhof,16,0.2056,0.1031,0.9514,0.0766
Berlin_Sophienkirchhof,17,0.3157,0.1439,0.99,0.0261
Berlin_Sophienkirchhof,18,0.2997,0.1584,0.9752,0.0608
Berlin_Sophienkirchhof,19,0.2792,0.1385,0.9652,0.0652
Berlin_Sophienkirchhof,20,0.2416,0.1598,1.0,0.01
Berlin_Sophienkirchhof,21,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,22,0.2795,0.1451,0.9786,0.0536
Berlin_Sophienkirchhof,23,0.2795,0.1451,0.9786,0.0536
Berlin_Spichernstr,0,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,1,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,2,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,3,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,4,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,5,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,6,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,7,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,8,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,9,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,10,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,11,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,12,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,13,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,14,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,15,0.3177,0.1481,0.99,0.0198
Berlin_Spichernstr,16,0.3002,0.1189,0.9584,0.1003
Berlin_Spichernstr,17,0.2803,0.1377,0.9668,0.0803
Berlin_Spichernstr,18,0.2522,0.1191,0.9856,0.033
Berlin_Spichernstr,19,0.2731,0.1523,0.9911,0.0243
Berlin_Spichernstr,20,0.2405,0.1192,0.9596,0.0899
Berlin_Spichernstr,21,0.164,0.0688,1.0,0.01
Berlin_Spichernstr,22,0.2665,0.1334,0.9798,0.0561
Berlin_Spichernstr,23,0.2665,0.1334,0.9798,0.0561
Berlin_Tempelhof,0,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,1,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,2,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,3,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,4,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,5,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,6,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,7,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,8,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,9,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,10,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,11,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,12,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,13,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,14,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,15,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,16,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,17,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,18,0.2033,0.1044,1.0,0.01
Berlin_Tempelhof,19,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,20,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,21,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,22,0.252,0.1471,1.0,0.01
Berlin_Tempelhof,23,0.252,0.1471,1.0,0.01
Berlin_Wolff_Park,0,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,1,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,2,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,3,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,4,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,5,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,6,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,7,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,8,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,9,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,10,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,11,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,12,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,13,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,14,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,15,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,16,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,17,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,18,0.4081,0.1453,0.9944,0.0107
Berlin_Wolff_Park,19,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,20,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,21,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,22,0.2951,0.1528,0.9779,0.0787
Berlin_Wolff_Park,23,0.2951,0.1528,0.9779,0.0787
Berlin_hamburger,0,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,1,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,2,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,3,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,4,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,5,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,6,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,7,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,8,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,9,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,10,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,11,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,12,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,13,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,14,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,15,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,16,0.285,0.1458,0.9899,0.0315
Berlin_hamburger,17,0.3098,0.1596,0.9947,0.0185
Berlin_hamburger,18,0.3191,0.1652,0.9671,0.1016
Berlin_hamburger,19,0.2648,0.1249,0.9755,0.0928
Berlin_hamburger,20,0.2938,0.1467,0.984,0.0434
Berlin_hamburger,21,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,22,0.2917,0.1437,0.9812,0.0702
Berlin_hamburger,23,0.2917,0.1437,0.9812,0.0702
